city	dialect	source	target
Doha	Emirati	اي هذي الحجي.	هذا هو الكلام .
Cairo	Egyptian	بس احنا مانقدرش نستخدمهم في اى حاجة غير في الدفاع عن النفس .	بيد أنه ليس بمقدورنا استخدامها في أي شيء فيما عدا الدفاع عن النفس .
Doha	Emirati	هو واجد مشغول هالأيام. يمكن راح عن باله.	لقد كان مشغولاً جداً مؤخراً . فربما نسي ذلك الأمر .
Salt	Jordanian	سبعة، لو سمحت .	كم ين معك ، سيدي ؟
Cairo	Egyptian	أنت لسه عليك دولار و سبعين سنت ليا.	لا زلت تدين لي بدولار وسبعين سنتاً .
Cairo	Egyptian	أنا مرتبك. عندك مانع ترسم لي خريطة؟	سأرتبك . هل تمانع في رسم خريطة لي ؟
Doha	Emirati	وين اقدر احصل عملة المترو؟	من أني يمكنني الحصول على مسكوكة لركوب المترو ؟
Doha	Emirati	صج. اليوم الأحد، ويوم الأحد أتعس يوم.	حقاً . اليوم هو الأحد ، والأحد هو أسوء الأيام .
Doha	Emirati	ممكن اخذ شوية مقبلات، لو سمحت؟	أيمكنني أن أتناول بعض فواتح للشهية ، لطفاً ؟
Alexandria	Egyptian	تذكرتين درجة تانية، من فضلك.	عذراً يا سيدي . أود استطلاع بعض الأماكن السياحية الموجودة في بوسطن .
Cairo	Egyptian	سوق العملات مش مستقر .	أسواق العملات غير مستقرة .
Doha	Emirati	آسف، ماقدر.	آسف , لا أستطيع .
Doha	Emirati	ممكن اشوف قائمة الأسعار؟	أرني قائمة الأسعار من فضلك .
Salt	Jordanian	في عندك باص من المطار؟	هذه السيدة كاوازو في غرفة رقم ستة عشر أحدى عشر .
Amman	Jordanian	كم عدد المحطات لعند ما أبدل؟	أسرع .
Jerusalem	Palestinian	بدي ابريق.	شكراً يا سيدي .
Doha	Emirati	انا اروح اتزلج مرتين كل شهر في الموسم.	إني أتزلك مرتين في الشهر خلال الموسم .
Doha	Emirati	ممكن تأشر عليه في هالخريطة؟	هل يمكنك أن تعلم عليها على هذه الخريطة ؟
Doha	Emirati	الدنيا صغيرة.	يا له من عالم صغير .
Doha	Emirati	احس اني احسن الحين. شكراً على كل شي.	أشعر بتحسن كبير الآن . شكراً جزيلاً على كل شيء .
Doha	Emirati	بغيت تصريح حق اسبوع واحد، لو سمحت.	أريد إجازة لمدة أسبوع واحد من فضلك .
Cairo	Egyptian	قريت اى كتب كويسه قريب؟	هل قرأت أية كتب جيدة حديثاً ؟
Cairo	Egyptian	ممكن برنامج؟	هل يمكنني الحصول على برنامج ؟
Jerusalem	Palestinian	لشخصين على الساعة سبعة. باسم واتانبي.	أريد تذكرتين للقطط ليوم الخميس .
Doha	Emirati	لو سمحت. طيحت سكينتي. ممكن تجيب لي وحدة ثانية؟	معذرة . سقطتْ مني السكين . أيمكنك أن تأتيني بأخرى ؟
Doha	Emirati	بفكر في الموضوع.	سأفكر في الأمر .
Alexandria	Egyptian	إحنا مهتمين بالموضة.	هل هي صناعة يدوية ؟
Cairo	Egyptian	كويس. هاشتريه.	حسناً ، سأشتريه .
Amman	Jordanian	صح. آسف إنا مضطر. لأي مدى الأمن موجود بهاي المنطقة؟	من الأفضل أن تستقل قطار الثامنة والنصف .
Doha	Emirati	روح من ذاك الباب عقب على اليمين.	مر من هذا الباب واتجه إلى يمينك .
Cairo	Egyptian	أنا آسف، بس أنا ما أعرفش. أنا كمان سايح.	معذرة ولكنني لا أعرف . فإنني سائح , أيضا .
Jerusalem	Palestinian	هدا نوع من الوسخ.	وقت بدايتك هو اثنين ظهراً كما حجزت . ولكن حفلة أخرى ستنتهي بعد قليل .
Cairo	Egyptian	عندك نتيجة فيها الاحداث المهمه؟	هل لديكم برنامج بالأنشطة ؟
Doha	Emirati	من المدير؟	من المدير ؟
Cairo	Egyptian	في إجماع كبير على الشكل ده بين الكمسارية.	يوجد طلب متزايد من بين هواة الجمع على هذا النوع .
Doha	Emirati	ممكن توقف جيكاتي الشخصية؟	هل تستطيع أن توقف شيكاتي الشخصية ؟
Cairo	Egyptian	أنا غالبا مش هاعرف ألاقي مشروب زي ده ف أي حتة تانية.	ربما لا يمكنني أن أتناول مثل هذا المشروب في أي مكان آخر .
Alexandria	Egyptian	رائع.	عذراً . هل يوجد محل كتب قريب من هنا ؟
Jerusalem	Palestinian	وين قسم السفر؟	اشتقت إليك .
Doha	Emirati	دولار و سبعة وخمسين. بكلمك لما يجهز.	دولار وخمس وسبعون . سأتصل بك عندما يكون جاهزاً .
Cairo	Egyptian	ده شريط فيديو كاسيت سجلته لصاحبي .	هذا هو شريط الفيديو الذي سجلته لصديقي .
Doha	Emirati	والله، اي ولا.	حسنا ، نعم و لا .
Cairo	Egyptian	عايز علبة الوان ميه .	أريد صندوق طلاء .
Cairo	Egyptian	أرفع ايديك .	ارفع يديك .
Doha	Emirati	عاد لا تغوص وتباعد اكثر من ثلاثين قدم.	من فضلك ابق داخل قطر الغطس البالغ ثلاثين قدما .
Cairo	Egyptian	قهوتك، لو تكرمت .	قهوتك ، من فضلك .
Doha	Emirati	لازم امشي. بكلمك بعدين.	علىّ أن أذهب ، سأتصل بك لاحقاً .
Alexandria	Egyptian	من فضلك خلى الشنط دى ضمن الرابطة.	أين يمكنني أن أشتري زلاجات وأحذية ؟
Amman	Jordanian	بدي أشتري هدايا تذكارية لأصحابي. ممكن تنصحني بإشي؟	اسمي هيروشي موري .
Doha	Emirati	يصير اوقف السيارة في أي وكالة؟	هل يمكنني ترك السيارة في أي فرع من فروعكم ؟
Cairo	Egyptian	لو إنت خدته، مش حتضطر تدفع تاني لما تاخد، أتوبيس أربعة وأربعين.	لو كان معك ما اضطررت لأن تدفع الأجرة مرة أخرى . عندما تأخذ الحافلة رقم أربعة وأربعين .
Doha	Emirati	وايد عود بالنسبة لي. ورني واحد مقاسه اصغر، لو سمحت.	إنه واسع جداً عليّ . أرني مقاساً أصغر من فضلك .
Alexandria	Egyptian	عندك خريطة ملونة؟	احتاج لبعض مشابك الغسيل .
Cairo	Egyptian	تحب تاخد بالك من شطني؟	هلاّ اعتنيت بأمتعتي ؟
Cairo	Egyptian	ماتجيبس سيرته . انا يا دوبك ليه راجع من رحلة صعبة .	عفواً . لقد أكملت جدول الرحلة التقريبي .
Cairo	Egyptian	فيه مركب بيطلع علطول من كوبي لمواني شيكوكو و كيوشو .	هناك خدمة قوارب منتظمة من كوبي حتى الموانئ التي توجد في شيكوكو وكيوشو .
Cairo	Egyptian	إفرق شعري ناحية الشمال، لو سمحت .	افرق شعري على اليسار من فضلك .
Cairo	Egyptian	ممكن استلمه؟	هل لي أن أقلها ؟
Cairo	Egyptian	ديه قطع لحم عجل متبلة بالفلفل .	إنها لحم عجل مفروم متبل بالفلفل .
Cairo	Egyptian	فيه اى صندوق بريد قريب من هنا؟	هل يوجد صندوق بريد بالقرب من هنا ؟
Salt	Jordanian	كيف بقدر اساعدك؟	لم اسمع بهذا العنوان من قبل بالقرب من هنا .
Cairo	Egyptian	عايز أبعت ده للغسيل، امتى حيكون جاهز ؟	أريد أن أرسل هذا إلى المغسلة . متى ستكون جاهزة ؟
Amman	Jordanian	بقدر آخد دوا لوجع البطن؟	أريد بعض الملابس الداخلية .
Cairo	Egyptian	متهيألي الصوت عالي عليا .	اعتقد أن هذا عالي قليلا بالنسبة لي .
Alexandria	Egyptian	دة كويس، لو سمحت تمضيهم. تحبه يكون إزاى؟	أسف ، هذا المكان محجوز بالفعل .
Aswan	Egyptian	هياخد قد ايه قبل ما يطلع؟	استمر .
Doha	Emirati	مشكور ما قصرت. وخل المنظر مثل ما هو.	شكراً جزيلاً . واترك هذا المنظر كما هو .
Doha	Emirati	شخصين.	شخصان .
Doha	Emirati	تعرف ذوق رفيجك في الثياب؟	هل تعرف ذوق صديقك في الملابس ؟
Cairo	Egyptian	إمتى ممكن آخده؟	متي يمكنني أن أحصل عليها ؟
Doha	Emirati	اي، سيد تاناكا. في لك رسالتين.	نعم ، يا سيد تاناكا هناك رسالتان لك .
Cairo	Egyptian	بتبيعوا ايه في الدور التاني؟	ماذا تبيعون في الطابق الثاني ؟
Aswan	Egyptian	انت ليك قد ايه قاعد في باريس؟	هل من الممكن من فضلك أن تخبرني عن أي شيء هذه الرسوم ؟
Alexandria	Egyptian	ممكن آخد جرنال يابانى، لو سمحت؟	لا توجد مشكلة .
Cairo	Egyptian	يللا نروح بار؟	هل نذهب إلى حانة ؟
Cairo	Egyptian	فيه ستة في حفلتنا. عاوزين نقعد على ترابيزة واحدة، لو سمحت.	ثمة ستة أشخاص في مجموعتنا . نريد أن نجلس إلى نفس المائدة ، من فضلك .
Cairo	Egyptian	ممكن تقصقص و تظبط شنبي؟	هل يمكنك أن تشذب شاربي ؟
Cairo	Egyptian	مفيش أدوات مكتبية.	لا يوجد هنا مكتب أدوات مدرسية .
Amman	Jordanian	أنا طالع بكرا الصبح، عشان هيك حابب أدفع هلأ.	لا توجد أي مناشف .
Doha	Emirati	كلمني متى ما بغيت اذا صارت لك فرصة تزور طوكيو.	اتصل بي عندما تتاح لك الفرصة لكي تزور طوكيو .
Doha	Emirati	والله، الحين وقت الغدا. تبغي نناقشه على الغدا؟	حسنا ، إنه وقت الغداء . هل تحب أن نناقشه على الغداء ؟
Doha	Emirati	حق شنو هالمبلغ؟	لماذا هذا المبلغ ؟
Cairo	Egyptian	ممكن اخد شويه عسل؟	هل لي ببعض العسل ؟
Jerusalem	Palestinian	لو سمحت استعمل غرفة القياس يلي هناك.	إنها بعيدة للغاية . أريد وسيلة مواصلات .
Doha	Emirati	لو سمحت اتصل لي في الفندق اول ما تحصله.	أرجو الاتصال بي بالفندق بمجرد عثورك عليه .
Cairo	Egyptian	طبعا . حأديلك كارت الشغل بتاعي .	بالطبع . سوف أعطيك بطاقة العمل الخاص بنا .
Salt	Jordanian	ااه، لازم يكون معك رخصة سواقة، اوه، لازم يكون معك رخصة من لجنة التكسي و الليموزين .	لا أحب هذا اللون ، من فضلك أرني لوناً آخر .
Amman	Jordanian	أنا شكلي على وشك أزكم.	أتمنى لك زواجاً سعيداً .
Salt	Jordanian	بدي واحدة أنو تعقد الوثائق بحجم الورق العادي من غير ما اطويها .	من هي الممثلة المفضلة لديك .
Doha	Emirati	ممكن تخبروني لما تحصلون الشنطة المفقودة؟	هل من الممكن أن تخبرني عندما تعقروا علي الحقيبة الضائعة ؟
Cairo	Egyptian	ممكن أفك خمسين دولار؟	أيمكنني الحصول على فكة ورقة من فئة الخمسين دولاراً ؟
Doha	Emirati	فيني امساك.	أنا مصاب بالإمساك .
Doha	Emirati	مرحبا. انا سويت حجز حق الليلة الساعة سبع. بس ابغي اغير الوقت. اسمي سوزوكي.	مرحباً . قمت بالحجز لهذه الليلة الساعة السابعة . لكنني أريد تغيير الوقت . اسمي سوزوكي .
Doha	Emirati	بالجو، لو سمحت.	جوا , من فضلك .
Cairo	Egyptian	ده مش صح.	هذا ليس صحيحا .
Cairo	Egyptian	بين سبعين و تمانين دولار هايكون كويس.	ما بين سبعون وثمانون دولار مبلغ مناسب .
Cairo	Egyptian	عايز نقط انف .	أريد بعضاً من قطرات الأنف .
Jerusalem	Palestinian	وين رسمات مونت؟	الأبيض , من فضلك .
Doha	Emirati	في حقبة معينة للفن انت تفضلها؟	هل توجد أي حقبة معينة للفن تفضلها ؟
